# x bins
0.004 0.01 0.02 0.03 0.04 0.06 0.1 0.14 0.18 0.4 
# y bins
0.3 0.5 0.7 0.15 0.2 0.1 
# z bins
0.2 0.25 0.3 0.35 0.4 0.45 0.5 0.55 0.6 0.65 0.7 0.75 0.85 
# data x y z q2 M Mt
0.0087	0.443	0.223	1.149	1.8171	0.963644
0.0088	0.435	0.274	1.138	1.2272	0.75497
0.0088	0.435	0.324	1.138	0.9095	0.699263
0.0088	0.435	0.374	1.138	0.6308	0.641582
0.0088	0.435	0.424	1.138	0.4661	0.547317
0.0088	0.432	0.474	1.132	0.3585	0.433202
0.009	0.412	0.524	1.105	0.2656	0.324341
0.0093	0.389	0.574	1.075	0.2181	0.237408
0.0095	0.369	0.625	1.048	0.1858	0.191378
0.0098	0.351	0.674	1.023	0.1078	0.156841
0.0074	0.598	0.223	1.318	1.7546	0.946476
0.0074	0.598	0.274	1.318	1.2043	0.749521
0.0074	0.597	0.324	1.316	0.8571	0.688244
0.0076	0.566	0.374	1.282	0.6153	0.623411
0.0079	0.533	0.424	1.244	0.4722	0.529135
0.0184	0.193	0.424	1.084	0.4857	0.498473
0.0188	0.188	0.474	1.065	0.4052	0.401084
0.0188	0.188	0.524	1.065	0.2922	0.301753
0.0188	0.188	0.574	1.065	0.2184	0.220491
0.0188	0.188	0.624	1.065	0.173	0.179471
0.0188	0.188	0.674	1.065	0.1477	0.147103
0.0188	0.188	0.724	1.065	0.1277	0.131648
0.0188	0.188	0.795	1.065	0.0851	0.11983
0.0154	0.275	0.324	1.275	0.9321	0.630924
0.016	0.259	0.374	1.237	0.6857	0.559957
0.0162	0.254	0.424	1.222	0.5011	0.476524
0.0162	0.254	0.474	1.222	0.3772	0.378913
0.0162	0.254	0.524	1.222	0.2891	0.286807
0.0162	0.254	0.574	1.222	0.217	0.213233
0.0162	0.254	0.624	1.222	0.1815	0.177912
0.0162	0.254	0.674	1.222	0.1413	0.147108
0.0162	0.254	0.724	1.222	0.117	0.129999
0.0163	0.25	0.795	1.213	0.0782	0.113061
0.0139	0.431	0.223	1.797	1.8379	0.863722
0.014	0.386	0.274	1.612	1.2855	0.684426
0.014	0.383	0.324	1.6	0.8958	0.609007
0.014	0.383	0.374	1.6	0.6473	0.536682
0.014	0.383	0.424	1.6	0.476	0.448204
0.014	0.381	0.474	1.59	0.3475	0.355229
0.014	0.369	0.524	1.538	0.2679	0.271499
0.0141	0.355	0.574	1.481	0.2034	0.20602
0.0141	0.342	0.624	1.431	0.162	0.174673
0.0142	0.33	0.674	1.387	0.1304	0.144847
0.0144	0.32	0.724	1.353	0.0985	0.125927
0.0151	0.307	0.795	1.301	0.0752	0.106413
0.0139	0.586	0.223	2.432	1.7706	0.815443
0.0139	0.586	0.274	2.432	1.2036	0.652545
0.0139	0.585	0.324	2.426	0.838	0.562999
0.0139	0.56	0.374	2.311	0.6045	0.481519
